name,damage_class,type,power,accuracy,pp,priority,target,effect,effect_chance,pokemon,pokemon_count,generation,meta,machines_count,machines
vice-grip,physical,normal,55.0,100.0,30,0,selected-pokemon,Inflicts regular damage.,,"krabby, kingler, pinsir, mawile, corphish, crawdaunt, klink, klang, klinklang, durant, clauncher, clawitzer, grubbin, charjabug, vikavolt, regidrago, pinsir-mega, mawile-mega, vikavolt-totem",19,generation-i,damage,0,
guillotine,physical,normal,,30.0,5,0,selected-pokemon,"Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",,"krabby, kingler, pinsir, gligar, corphish, crawdaunt, gliscor, axew, fraxure, haxorus, pawniard, bisharp, durant, vikavolt, kartana, klawf, kingambit, pinsir-mega, vikavolt-totem",19,generation-i,ohko,0,
razor-wind,special,normal,80.0,100.0,10,0,all-opponents,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move.  User charges for one turn before attacking.

This move cannot be selected by sleep talk.",,"bulbasaur, butterfree, pidgey, pidgeotto, pidgeot, spearow, fearow, zubat, golbat, venomoth, farfetchd, horsea, scyther, kabutops, aerodactyl, articuno, zapdos, moltres, dragonite, mew, totodile, girafarig, gligar, scizor, treecko, seedot, nuzleaf, zangoose, tropius, absol, buizel, floatzel, pidove, tranquill, unfezant, sewaddle, axew, fletchling, fletchinder, talonflame, helioptile, heliolisk, noibat, noivern, yveltal, type-null, silvally, drampa, scizor-mega, absol-mega, pidgeot-mega",51,generation-i,damage,1,"red-blue, yellow"
swords-dance,status,normal,,,20,0,user,Raises the user's Attack by two stages.,,"bulbasaur, ivysaur, venusaur, charmander, charmeleon, charizard, beedrill, raticate, sandshrew, sandslash, oddish, gloom, vileplume, paras, parasect, diglett, dugtrio, bellsprout, weepinbell, victreebel, tentacool, tentacruel, rapidash, farfetchd, doduo, dodrio, krabby, kingler, exeggcute, exeggutor, cubone, marowak, hitmonlee, hitmonchan, lickitung, rhyhorn, rhydon, tangela, goldeen, seaking, scyther, pinsir, kabutops, mew, chikorita, bayleef, meganium, totodile, croconaw, feraligatr, ledyba, ledian, ariados, bellossom, hoppip, skiploom, jumpluff, sunkern, sunflora, yanma, gligar, qwilfish, scizor, heracross, sneasel, teddiursa, ursaring, skarmory, celebi, treecko, grovyle, sceptile, torchic, combusken, blaziken, lotad, lombre, ludicolo, seedot, nuzleaf, shiftry, shroomish, breloom, ninjask, mawile, roselia, gulpin, swalot, cacnea, cacturne, zangoose, seviper, solrock, corphish, crawdaunt, lileep, cradily, anorith, armaldo, banette, tropius, absol, walrein, groudon, rayquaza, turtwig, grotle, torterra, chimchar, monferno, infernape, empoleon, bidoof, bibarel, kricketune, budew, roserade, cranidos, rampardos, cherubi, cherrim, gible, gabite, garchomp, riolu, lucario, skorupi, drapion, toxicroak, carnivine, snover, abomasnow, weavile, lickilicky, rhyperior, tangrowth, yanmega, leafeon, gliscor, gallade, darkrai, shaymin-land, arceus, snivy, servine, serperior, oshawott, dewott, samurott, patrat, watchog, drilbur, excadrill, leavanny, scolipede, lilligant, dwebble, crustle, scrafty, zorua, zoroark, sawsbuck, karrablast, escavalier, ferrothorn, axew, fraxure, haxorus, beartic, mienfoo, mienshao, pawniard, bisharp, bouffalant, cobalion, terrakion, virizion, landorus-incarnate, keldeo-ordinary, meloetta-aria, chespin, quilladin, chesnaught, frogadier, greninja, bunnelby, diggersby, fletchling, fletchinder, talonflame, pancham, pangoro, honedge, doublade, aegislash-shield, binacle, barbaracle, clauncher, clawitzer, hawlucha, rowlet, dartrix, decidueye, litten, torracat, incineroar, pikipek, trumbeak, toucannon, oricorio-baile, rockruff, lycanroc-midday, fomantis, lurantis, stufful, bewear, golisopod, type-null, silvally, komala, mimikyu-disguised, bruxish, dhelmise, jangmo-o, hakamo-o, kommo-o, tapu-bulu, kartana, necrozma, grookey, thwackey, rillaboom, raboot, cinderace, inteleon, greedent, dubwool, drednaw, hatterene, perrserker, sirfetchd, falinks, duraludon, zacian, kubfu, urshifu-single-strike, zarude, glastrier, kleavor, ursaluna, sneasler, overqwil, quaquaval, lokix, ceruledge, shroodle, grafaiai, klawf, tinkatink, tinkatuff, tinkaton, flamigo, kingambit, iron-hands, iron-thorns, frigibax, arctibax, baxcalibur, chien-pao, iron-valiant, koraidon, miraidon, iron-leaves, fezandipiti, ogerpon, archaludon, iron-boulder, iron-crown, shaymin-sky, meloetta-pirouette, landorus-therian, keldeo-resolute, aegislash-blade, venusaur-mega, charizard-mega-x, charizard-mega-y, pinsir-mega, scizor-mega, heracross-mega, blaziken-mega, mawile-mega, absol-mega, garchomp-mega, lucario-mega, abomasnow-mega, sceptile-mega, gallade-mega, groudon-primal, rayquaza-mega, beedrill-mega, raticate-alola, raticate-totem-alola, sandshrew-alola, sandslash-alola, diglett-alola, dugtrio-alola, exeggutor-alola, marowak-alola, greninja-ash, oricorio-pom-pom, oricorio-pau, oricorio-sensu, lycanroc-midnight, lurantis-totem, mimikyu-busted, mimikyu-totem-disguised, mimikyu-totem-busted, kommo-o-totem, marowak-totem, rockruff-own-tempo, lycanroc-dusk, necrozma-dusk, necrozma-dawn, necrozma-ultra, meowth-galar, rapidash-galar, farfetchd-galar, zacian-crowned, urshifu-rapid-strike, zarude-dada, calyrex-ice, qwilfish-hisui, sneasel-hisui, samurott-hisui, lilligant-hisui, zoroark-hisui, decidueye-hisui, koraidon-limited-build, koraidon-sprinting-build, koraidon-swimming-build, koraidon-gliding-build, miraidon-low-power-mode, miraidon-drive-mode, miraidon-aquatic-mode, miraidon-glide-mode, ursaluna-bloodmoon, ogerpon-wellspring-mask, ogerpon-hearthflame-mask, ogerpon-cornerstone-mask",349,generation-i,net-good-stats,13,"red-blue, yellow, diamond-pearl, platinum, heartgold-soulsilver, black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon, sword-shield, scarlet-violet, the-indigo-disk"
cut,physical,normal,50.0,95.0,30,0,selected-pokemon,Inflicts regular damage.,,"bulbasaur, ivysaur, venusaur, charmander, charmeleon, charizard, beedrill, rattata, raticate, sandshrew, sandslash, nidoran-f, nidorina, nidoqueen, nidoran-m, nidorino, nidoking, oddish, gloom, vileplume, paras, parasect, diglett, dugtrio, meowth, persian, bellsprout, weepinbell, victreebel, tentacool, tentacruel, farfetchd, krabby, kingler, lickitung, rhydon, tangela, kangaskhan, scyther, pinsir, kabutops, dragonite, mew, chikorita, bayleef, meganium, cyndaquil, quilava, typhlosion, totodile, croconaw, feraligatr, sentret, furret, bellossom, aipom, sunkern, sunflora, espeon, umbreon, gligar, steelix, scizor, heracross, sneasel, teddiursa, ursaring, skarmory, raikou, entei, suicune, tyranitar, celebi, treecko, grovyle, sceptile, torchic, combusken, blaziken, zigzagoon, linoone, nuzleaf, shiftry, breloom, slakoth, vigoroth, slaking, nincada, ninjask, shedinja, sableye, aron, lairon, aggron, roselia, cacnea, cacturne, corphish, crawdaunt, anorith, armaldo, kecleon, tropius, absol, bagon, shelgon, salamence, metang, metagross, latias, latios, groudon, deoxys-normal, turtwig, grotle, torterra, chimchar, monferno, infernape, piplup, prinplup, empoleon, bidoof, bibarel, kricketune, budew, roserade, rampardos, vespiquen, pachirisu, ambipom, drifloon, drifblim, buneary, lopunny, glameow, purugly, stunky, skuntank, gible, gabite, garchomp, skorupi, drapion, toxicroak, carnivine, weavile, lickilicky, rhyperior, tangrowth, gliscor, gallade, dialga, palkia, giratina-altered, darkrai, arceus, snivy, servine, serperior, oshawott, dewott, samurott, patrat, watchog, purrloin, liepard, pansage, simisage, pansear, simisear, panpour, simipour, drilbur, excadrill, sewaddle, swadloon, leavanny, scolipede, petilil, lilligant, basculin-red-striped, sandile, krokorok, krookodile, dwebble, crustle, archen, archeops, zorua, zoroark, sawsbuck, emolga, karrablast, escavalier, joltik, galvantula, ferrothorn, eelektross, axew, fraxure, haxorus, cubchoo, beartic, druddigon, pawniard, bisharp, bouffalant, rufflet, braviary, vullaby, mandibuzz, heatmor, durant, cobalion, terrakion, virizion, reshiram, zekrom, kyurem, keldeo-ordinary, chespin, quilladin, chesnaught, fennekin, braixen, delphox, froakie, frogadier, greninja, bunnelby, diggersby, pancham, pangoro, espurr, meowstic-male, honedge, doublade, aegislash-shield, inkay, malamar, binacle, barbaracle, clauncher, clawitzer, helioptile, heliolisk, sylveon, hawlucha, dedenne, klefki, phantump, trevenant, noibat, noivern, xerneas, yveltal, volcanion, kartana, deoxys-attack, deoxys-defense, deoxys-speed, giratina-origin, basculin-blue-striped, kyurem-black, kyurem-white, keldeo-resolute, meowstic-female, aegislash-blade, venusaur-mega, charizard-mega-x, charizard-mega-y, kangaskhan-mega, pinsir-mega, scizor-mega, heracross-mega, tyranitar-mega, blaziken-mega, aggron-mega, absol-mega, garchomp-mega, latias-mega, latios-mega, sceptile-mega, sableye-mega, gallade-mega, steelix-mega, metagross-mega, groudon-primal, lopunny-mega, salamence-mega, beedrill-mega",292,generation-i,damage,16,"red-blue, yellow, gold-silver, crystal, ruby-sapphire, emerald, firered-leafgreen, diamond-pearl, platinum, heartgold-soulsilver, black-white, colosseum, xd, black-2-white-2, x-y, omega-ruby-alpha-sapphire, brilliant-diamond-and-shining-pearl"
gust,special,flying,40.0,100.0,35,0,selected-pokemon,"Inflicts regular damage.

If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.",,"butterfree, pidgey, pidgeotto, pidgeot, zubat, venomoth, farfetchd, articuno, moltres, yanma, murkrow, suicune, lugia, ho-oh, beautifly, dustox, wingull, masquerain, nincada, trapinch, vibrava, flygon, tropius, mothim, combee, vespiquen, drifloon, drifblim, honchkrow, finneon, lumineon, yanmega, pidove, tranquill, unfezant, woobat, swoobat, whimsicott, sigilyph, ducklett, swanna, vullaby, mandibuzz, volcarona, tornadus-incarnate, vivillon, noibat, noivern, yveltal, slither-wing, iron-moth, tornadus-therian, pidgeot-mega, articuno-galar, moltres-galar",55,generation-i,damage,0,
wing-attack,physical,flying,60.0,100.0,35,0,selected-pokemon,Inflicts regular damage.,,"charmander, charizard, pidgey, pidgeotto, pidgeot, spearow, fearow, zubat, golbat, doduo, dodrio, scyther, aerodactyl, moltres, dragonite, hoothoot, noctowl, crobat, yanma, murkrow, gligar, scizor, mantine, skarmory, taillow, swellow, wingull, pelipper, starly, staravia, staraptor, honchkrow, mantyke, yanmega, gliscor, archen, archeops, ducklett, swanna, rufflet, braviary, hawlucha, noibat, noivern, flapple, quaxly, quaxwell, quaquaval, bombirdier, flamigo, fezandipiti, charizard-mega-x, charizard-mega-y, aerodactyl-mega, pidgeot-mega, moltres-galar, braviary-hisui",57,generation-i,damage,0,
whirlwind,status,normal,,,20,-6,selected-pokemon,"Switches the target out for another of its trainer's Pokémon selected at random.  Wild battles end immediately.

Doesn't affect Pokémon with suction cups or under the effect of ingrain.",,"butterfree, pidgey, pidgeotto, pidgeot, spearow, fearow, zubat, golbat, venomoth, farfetchd, doduo, dodrio, aerodactyl, snorlax, articuno, zapdos, moltres, mew, hoothoot, noctowl, yanma, murkrow, skarmory, lugia, ho-oh, beautifly, dustox, shiftry, taillow, masquerain, whismur, makuhita, hariyama, spoink, tropius, starly, staravia, staraptor, cranidos, rampardos, munchlax, hippopotas, skorupi, yanmega, sigilyph, rufflet, braviary, vullaby, mandibuzz, volcarona, noibat, noivern, tapu-bulu, cufant, bombirdier, slither-wing, iron-hands, iron-moth, ting-lu, aerodactyl-mega, pidgeot-mega, braviary-hisui",62,generation-i,force-switch,1,"red-blue, yellow"
fly,physical,flying,90.0,95.0,15,0,selected-pokemon,"Inflicts regular damage.  User flies high into the air for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind still hit the user normally.  gust and twister also have double power against the user.

The damage from hail and sandstorm still applies during the immune turn.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.",,"charizard, pidgey, pidgeotto, pidgeot, spearow, fearow, zubat, golbat, farfetchd, doduo, dodrio, aerodactyl, articuno, zapdos, moltres, dragonite, mew, hoothoot, noctowl, crobat, togetic, xatu, murkrow, delibird, skarmory, lugia, ho-oh, taillow, swellow, wingull, pelipper, vibrava, flygon, swablu, altaria, tropius, salamence, latias, latios, rayquaza, starly, staravia, staraptor, drifloon, drifblim, honchkrow, chatot, togekiss, giratina-altered, arceus, pidove, tranquill, unfezant, woobat, swoobat, sigilyph, archeops, ducklett, swanna, golurk, rufflet, braviary, vullaby, mandibuzz, hydreigon, volcarona, tornadus-incarnate, thundurus-incarnate, reshiram, zekrom, landorus-incarnate, kyurem, genesect, fletchling, fletchinder, talonflame, hawlucha, noibat, noivern, yveltal, pikipek, trumbeak, toucannon, vikavolt, oricorio-baile, drampa, tapu-koko, lunala, celesteela, naganadel, rookidee, corvisquire, corviknight, flapple, cramorant, dragapult, eternatus, enamorus-incarnate, squawkabilly, wattrel, kilowattrel, bombirdier, flamigo, iron-jugulis, roaring-moon, fezandipiti, giratina-origin, tornadus-therian, thundurus-therian, landorus-therian, kyurem-black, kyurem-white, charizard-mega-x, charizard-mega-y, aerodactyl-mega, latias-mega, latios-mega, altaria-mega, pidgeot-mega, rayquaza-mega, salamence-mega, oricorio-pom-pom, oricorio-pau, oricorio-sensu, articuno-galar, zapdos-galar, moltres-galar, cramorant-gulping, cramorant-gorging, eternatus-eternamax, braviary-hisui, enamorus-therian, squawkabilly-blue-plumage, squawkabilly-yellow-plumage, squawkabilly-white-plumage",135,generation-i,damage,21,"sword-shield, lets-go-pikachu-lets-go-eevee, sun-moon, ultra-sun-ultra-moon, red-blue, yellow, gold-silver, crystal, ruby-sapphire, emerald, firered-leafgreen, diamond-pearl, platinum, heartgold-soulsilver, black-white, colosseum, xd, black-2-white-2, x-y, omega-ruby-alpha-sapphire, brilliant-diamond-and-shining-pearl, scarlet-violet"
bind,physical,normal,15.0,85.0,20,0,selected-pokemon,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100.0,"bulbasaur, ivysaur, venusaur, ekans, arbok, bellsprout, weepinbell, victreebel, tentacool, tentacruel, onix, lickitung, tangela, pinsir, gyarados, omanyte, omastar, dratini, dragonair, dragonite, mew, dunsparce, steelix, shuckle, octillery, seviper, lileep, cradily, milotic, kecleon, dusclops, chimecho, huntail, gorebyss, rayquaza, deoxys-normal, drifloon, drifblim, chingling, carnivine, lickilicky, tangrowth, dusknoir, snivy, servine, serperior, throh, frillish, jellicent, klink, klang, klinklang, eelektrik, eelektross, cryogonal, heatmor, inkay, malamar, zygarde-50, incineroar, stufful, bewear, comfey, nihilego, xurkitree, stakataka, sobble, drizzile, inteleon, clobbopus, grapploct, zarude, deoxys-attack, deoxys-defense, deoxys-speed, venusaur-mega, pinsir-mega, gyarados-mega, steelix-mega, rayquaza-mega, zygarde-10-power-construct, zygarde-50-power-construct, zygarde-complete, stunfisk-galar, zygarde-10, zarude-dada",86,generation-i,damage+ailment,0,
slam,physical,normal,80.0,75.0,20,0,selected-pokemon,Inflicts regular damage.,,"ekans, arbok, pikachu, raichu, bellsprout, weepinbell, victreebel, seel, onix, krabby, kingler, lickitung, tangela, omanyte, dratini, dragonair, dragonite, sentret, furret, marill, azumarill, sudowoodo, aipom, wooper, quagsire, steelix, mantine, phanpy, donphan, treecko, grovyle, sceptile, azurill, mawile, tropius, cranidos, rampardos, ambipom, bonsly, carnivine, mantyke, lickilicky, tangrowth, snivy, servine, serperior, patrat, watchog, timburr, gurdurr, conkeldurr, tirtouga, minccino, cinccino, deino, zweilous, hydreigon, crabrawler, crabominable, komala, dhelmise, grookey, thwackey, rillaboom, silicobra, sandaconda, sizzlipede, centiskorch, sirfetchd, runerigus, cufant, dracozolt, arctozolt, pawmi, pawmo, pawmot, tinkatink, tinkatuff, tinkaton, wiglett, wugtrio, clodsire, iron-hands, ogerpon, mawile-mega, sceptile-mega, steelix-mega, pikachu-rock-star, pikachu-belle, pikachu-pop-star, pikachu-phd, pikachu-libre, pikachu-cosplay, pikachu-original-cap, pikachu-hoenn-cap, pikachu-sinnoh-cap, pikachu-unova-cap, pikachu-kalos-cap, pikachu-alola-cap, raichu-alola, pikachu-partner-cap, pikachu-starter, pikachu-world-cap, farfetchd-galar, yamask-galar, wooper-paldea, ogerpon-wellspring-mask, ogerpon-hearthflame-mask, ogerpon-cornerstone-mask",109,generation-i,damage,0,
vine-whip,physical,grass,45.0,100.0,25,0,selected-pokemon,Inflicts regular damage.,,"bulbasaur, ivysaur, venusaur, bellsprout, weepinbell, victreebel, tangela, chikorita, bayleef, meganium, carnivine, tangrowth, snivy, servine, serperior, pansage, chespin, quilladin, chesnaught, flabebe, floette, skiddo, gogoat, comfey, zarude, ogerpon, venusaur-mega, floette-eternal, zarude-dada, ogerpon-wellspring-mask, ogerpon-hearthflame-mask, ogerpon-cornerstone-mask",32,generation-i,damage,0,
stomp,physical,normal,65.0,100.0,20,0,selected-pokemon,"Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",30.0,"ponyta, rapidash, slowpoke, slowbro, krabby, kingler, exeggutor, lickitung, rhyhorn, rhydon, kangaskhan, tauros, girafarig, stantler, miltank, entei, larvitar, mudkip, marshtomp, swampert, whismur, loudred, exploud, aron, numel, tropius, regirock, regice, registeel, cranidos, rampardos, snover, lickilicky, rhyperior, regigigas, blitzle, zebstrika, bouffalant, tyrunt, tyrantrum, volcanion, mudbray, mudsdale, stufful, steenee, tsareena, pheromosa, guzzlord, stakataka, wooloo, appletun, stonjourner, cufant, copperajah, dracozolt, dracovish, glastrier, spectrier, wyrdeer, farigiraf, slither-wing, ting-lu, gouging-fire, raging-bolt, kangaskhan-mega, slowbro-mega, ponyta-galar, rapidash-galar, slowpoke-galar, calyrex-ice, calyrex-shadow",71,generation-i,damage,0,
double-kick,physical,fighting,30.0,100.0,30,0,selected-pokemon,Inflicts regular damage.  Hits twice in one turn.,,"pikachu, nidoran-f, nidorina, nidoqueen, nidoran-m, nidorino, nidoking, growlithe, ponyta, rapidash, cubone, hitmonlee, eevee, vaporeon, jolteon, flareon, cyndaquil, quilava, typhlosion, wooper, girafarig, stantler, treecko, grovyle, sceptile, combusken, blaziken, zangoose, chimchar, monferno, infernape, shinx, buneary, lopunny, blitzle, zebstrika, sawk, deerling, sawsbuck, cobalion, terrakion, virizion, keldeo-ordinary, bunnelby, diggersby, litten, torracat, incineroar, mudbray, mudsdale, pheromosa, scorbunny, raboot, cinderace, wooloo, dubwool, mr-rime, glastrier, spectrier, nymble, lokix, flamigo, fezandipiti, ogerpon, gouging-fire, keldeo-resolute, blaziken-mega, pikachu-starter, eevee-starter, ponyta-galar, mr-mime-galar, calyrex-ice, calyrex-shadow, growlithe-hisui, tauros-paldea-combat-breed, tauros-paldea-blaze-breed, tauros-paldea-aqua-breed, wooper-paldea, ogerpon-wellspring-mask, ogerpon-hearthflame-mask, ogerpon-cornerstone-mask",81,generation-i,damage,0,
mega-kick,physical,normal,120.0,75.0,5,0,selected-pokemon,Inflicts regular damage.,,"charmander, charmeleon, charizard, squirtle, wartortle, blastoise, pikachu, raichu, nidoqueen, nidoking, clefairy, clefable, jigglypuff, wigglytuff, psyduck, golduck, mankey, primeape, poliwhirl, poliwrath, abra, kadabra, alakazam, machop, machoke, machamp, golem, slowbro, gengar, drowzee, hypno, cubone, marowak, hitmonlee, hitmonchan, lickitung, rhydon, chansey, kangaskhan, mr-mime, jynx, electabuzz, magmar, kabutops, snorlax, dragonite, mewtwo, mew, typhlosion, totodile, croconaw, feraligatr, pichu, cleffa, igglybuff, togepi, togetic, flaaffy, ampharos, marill, azumarill, sudowoodo, politoed, aipom, quagsire, slowking, snubbull, granbull, sneasel, teddiursa, ursaring, delibird, tyrogue, hitmontop, smoochum, elekid, magby, miltank, blissey, tyranitar, treecko, grovyle, sceptile, torchic, combusken, blaziken, marshtomp, swampert, lombre, ludicolo, nuzleaf, shiftry, ralts, kirlia, gardevoir, breloom, slakoth, vigoroth, slaking, whismur, loudred, exploud, makuhita, hariyama, sableye, mawile, aggron, meditite, medicham, plusle, minun, volbeat, illumise, grumpig, spinda, flygon, cacturne, zangoose, kecleon, dusclops, regirock, regice, registeel, groudon, jirachi, buneary, lopunny, munchlax, riolu, lucario, croagunk, toxicroak, abomasnow, weavile, lickilicky, rhyperior, electivire, magmortar, togekiss, gallade, dusknoir, regigigas, victini, audino, timburr, gurdurr, conkeldurr, seismitoad, throh, sawk, krokorok, krookodile, darumaka, darmanitan-standard, scraggy, scrafty, zoroark, cubchoo, beartic, mienfoo, mienshao, golett, golurk, diggersby, pancham, pangoro, heliolisk, hawlucha, goodra, incineroar, mudbray, mudsdale, stufful, bewear, tsareena, oranguru, passimian, turtonator, hakamo-o, kommo-o, guzzlord, marshadow, stakataka, zeraora, melmetal, grookey, thwackey, rillaboom, scorbunny, raboot, cinderace, dubwool, coalossal, toxtricity-amped, impidimp, morgrem, grimmsnarl, obstagoon, mr-rime, stonjourner, cufant, copperajah, dracozolt, arctozolt, dracovish, kubfu, urshifu-single-strike, zarude, quaquaval, flamigo, deoxys-attack, deoxys-defense, deoxys-speed, darmanitan-zen, pikachu-original-cap, pikachu-hoenn-cap, pikachu-sinnoh-cap, pikachu-unova-cap, pikachu-kalos-cap, pikachu-alola-cap, raichu-alola, marowak-alola, lycanroc-midnight, pikachu-partner-cap, pikachu-world-cap, slowbro-galar, mr-mime-galar, zapdos-galar, slowking-galar, darumaka-galar, darmanitan-galar-standard, darmanitan-galar-zen, toxtricity-low-key, urshifu-rapid-strike, zarude-dada, lilligant-hisui",236,generation-i,damage,2,"sword-shield, red-blue, yellow"
jump-kick,physical,fighting,100.0,95.0,10,0,selected-pokemon,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.",,"doduo, dodrio, hitmonlee, stantler, buneary, lopunny, deerling, sawsbuck, mienfoo, mienshao, pheromosa, marshadow, lopunny-mega",13,generation-i,damage,0,
rolling-kick,physical,fighting,60.0,85.0,15,0,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.,30.0,"machop, hitmonlee, hitmontop, elekid, marshadow",5,generation-i,damage,0,
sand-attack,status,ground,,100.0,15,0,selected-pokemon,Lowers the target's accuracy by one stage.,,"pidgey, pidgeotto, pidgeot, sandshrew, sandslash, diglett, dugtrio, geodude, graveler, golem, farfetchd, rhyhorn, rhydon, eevee, vaporeon, jolteon, flareon, omanyte, omastar, kabuto, kabutops, mareep, aipom, espeon, umbreon, gligar, skarmory, stantler, torchic, combusken, blaziken, poochyena, mightyena, zigzagoon, linoone, nincada, ninjask, shedinja, makuhita, hariyama, trapinch, vibrava, flygon, cacnea, cacturne, anorith, starly, ambipom, glameow, gible, gabite, garchomp, hippopotas, hippowdon, skorupi, leafeon, glaceon, gliscor, patrat, watchog, lillipup, purrloin, liepard, blitzle, zebstrika, roggenrola, boldore, gigalith, sandile, krokorok, krookodile, dwebble, crustle, scraggy, scrafty, trubbish, deerling, sawsbuck, durant, furfrou, binacle, barbaracle, sylveon, yungoos, gumshoos, rockruff, lycanroc-midday, salandit, wimpod, golisopod, sandygast, palossand, scorbunny, raboot, cinderace, rookidee, yamper, silicobra, sandaconda, obstagoon, sirfetchd, wyrdeer, rellor, rabsca, wiglett, wugtrio, iron-hands, blaziken-mega, garchomp-mega, pidgeot-mega, diglett-alola, dugtrio-alola, gumshoos-totem, lycanroc-midnight, rockruff-own-tempo, lycanroc-dusk, eevee-starter, farfetchd-galar, zigzagoon-galar, linoone-galar",120,generation-i,net-good-stats,0,
